Autoridad Ambiental,Nombre de la estación,Latitud,Longitud,Ubicación,Departamento,Municipio,Tipo de Estación,Variable,Unidades,Tiempo Promedio,Promedio,Número de Excedencias,Representatividad Temporal,Porcentaje de excedencias,Mediana,Percentil 98,Máximo,Mínimo,Días con Excedencias
SDA,Carvajal - Sevillana,4.595617,-74.148583,"(4.595617, -74.148583)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,1,30.8,0,94,0,30,63,150,1,0
SDA,Carvajal - Sevillana,4.595617,-74.148583,"(4.595617, -74.148583)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,24,30.8,7,93,2.05,30,50.2,64,12,7
SDA,Carvajal - Sevillana,4.595617,-74.148583,"(4.595617, -74.148583)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PST,ugm3,1,97.5,0,76,0,102,243.6,614,10,0
SDA,Carvajal - Sevillana,4.595617,-74.148583,"(4.595617, -74.148583)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PST,ugm3,24,104.4,0,75,0,109,173.7,225,41,0
SDA,Carvajal - Sevillana,4.595617,-74.148583,"(4.595617, -74.148583)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,1,11.3,0,68,0,9.2,35.4,575.1,0.3,0
SDA,Carvajal - Sevillana,4.595617,-74.148583,"(4.595617, -74.148583)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,3,11.3,0,67,0,9.4,32.6,262,0.3,0
SDA,Carvajal - Sevillana,4.595617,-74.148583,"(4.595617, -74.148583)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,24,11.4,0,67,0,10.5,24.1,48.3,2.2,0
SDA,Centro de Alto Rendimiento,4.658467,-74.083967,"(4.658467, -74.083967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,CO,mgm3,1,0.8,0,86,0,0.6,2.4,6.1,0.1,0
SDA,Centro de Alto Rendimiento,4.658467,-74.083967,"(4.658467, -74.083967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,CO,mgm3,8,0.8,0,86,0,0.6,1.9,3.8,0.1,0
SDA,Centro de Alto Rendimiento,4.658467,-74.083967,"(4.658467, -74.083967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO,ugm3,1,27.2,0,85,0,8.1,168.2,403.5,0.1,0
SDA,Centro de Alto Rendimiento,4.658467,-74.083967,"(4.658467, -74.083967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO2,ugm3,1,32.5,0,87,0,29.3,85.2,157.6,0.2,0
SDA,Centro de Alto Rendimiento,4.658467,-74.083967,"(4.658467, -74.083967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO2,ugm3,24,32.5,0,86,0,29.6,69.8,89.5,6.9,0
SDA,Centro de Alto Rendimiento,4.658467,-74.083967,"(4.658467, -74.083967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,1,25.9,8,89,0.1,24.1,74.2,162.3,0.2,5
SDA,Centro de Alto Rendimiento,4.658467,-74.083967,"(4.658467, -74.083967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,8,25.9,48,89,0.62,24.4,65.4,119.5,0.6,12
SDA,Centro de Alto Rendimiento,4.658467,-74.083967,"(4.658467, -74.083967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,1,28.3,0,96,0,20,93,177,1,0
SDA,Centro de Alto Rendimiento,4.658467,-74.083967,"(4.658467, -74.083967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,24,28.1,0,97,0,24,65.9,79,7,0
SDA,Centro de Alto Rendimiento,4.658467,-74.083967,"(4.658467, -74.083967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,1,17.4,0,90,0,13,54,133,1,0
SDA,Centro de Alto Rendimiento,4.658467,-74.083967,"(4.658467, -74.083967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,24,17.8,1,88,0.31,15,39,52,5,1
SDA,Centro de Alto Rendimiento,4.658467,-74.083967,"(4.658467, -74.083967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,1,3.5,0,89,0,2.6,12.8,34.3,0.3,0
SDA,Centro de Alto Rendimiento,4.658467,-74.083967,"(4.658467, -74.083967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,3,3.5,0,87,0,2.9,11.6,25.4,0.3,0
SDA,Centro de Alto Rendimiento,4.658467,-74.083967,"(4.658467, -74.083967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,24,3.5,0,89,0,3.3,8,10,0.5,0
SDA,Guaymaral,4.783733,-74.043783,"(4.783733, -74.043783)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO,ugm3,1,28,0,92,0,10.8,175.6,413.3,0.1,0
SDA,Guaymaral,4.783733,-74.043783,"(4.783733, -74.043783)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO2,ugm3,1,24.4,0,93,0,22.9,54.1,97.8,2.4,0
SDA,Guaymaral,4.783733,-74.043783,"(4.783733, -74.043783)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO2,ugm3,24,24.4,0,92,0,23.8,37.8,45,11.9,0
SDA,Guaymaral,4.783733,-74.043783,"(4.783733, -74.043783)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,1,22.3,2,95,0.02,19.4,69.6,126.9,0.2,2
SDA,Guaymaral,4.783733,-74.043783,"(4.783733, -74.043783)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,8,22.3,20,96,0.24,20,60,94.5,0.6,6
SDA,Guaymaral,4.783733,-74.043783,"(4.783733, -74.043783)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,1,30.9,0,98,0,26,82,382,2,0
SDA,Guaymaral,4.783733,-74.043783,"(4.783733, -74.043783)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,24,30.9,0,97,0,29,56,72,10,0
SDA,Guaymaral,4.783733,-74.043783,"(4.783733, -74.043783)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,1,14,0,93,0,11,43,238,1,0
SDA,Guaymaral,4.783733,-74.043783,"(4.783733, -74.043783)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,24,14,0,93,0,13,30.2,35,4,0
SDA,Kennedy,4.62505,-74.161333,"(4.62505, -74.161333)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,CO,mgm3,1,0.8,0,77,0,0.7,2.1,4,0.1,0
SDA,Kennedy,4.62505,-74.161333,"(4.62505, -74.161333)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,CO,mgm3,8,0.8,0,77,0,0.8,1.5,2.2,0.1,0
SDA,Kennedy,4.62505,-74.161333,"(4.62505, -74.161333)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO,ugm3,1,35.1,0,60,0,28.5,126.8,296.6,0.5,0
SDA,Kennedy,4.62505,-74.161333,"(4.62505, -74.161333)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO2,ugm3,1,25.5,0,60,0,23.8,52.7,101.7,0.4,0
SDA,Kennedy,4.62505,-74.161333,"(4.62505, -74.161333)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO2,ugm3,24,25.4,0,58,0,24.9,38.5,45.3,8.8,0
SDA,Kennedy,4.62505,-74.161333,"(4.62505, -74.161333)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,1,22.2,7,86,0.09,16.9,72.4,155.4,0.2,5
SDA,Kennedy,4.62505,-74.161333,"(4.62505, -74.161333)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,8,22.1,42,86,0.56,18.9,63.5,114.5,1.2,8
SDA,Kennedy,4.62505,-74.161333,"(4.62505, -74.161333)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,1,66.3,0,99,0,58,158,335,12,0
SDA,Kennedy,4.62505,-74.161333,"(4.62505, -74.161333)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,24,66.2,29,99,8.01,63,118.3,152,29,29
SDA,Kennedy,4.62505,-74.161333,"(4.62505, -74.161333)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,1,27.1,0,98,0,24,69,135,1,0
SDA,Kennedy,4.62505,-74.161333,"(4.62505, -74.161333)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,24,27.1,6,98,1.67,25,49.8,66,11,6
SDA,Kennedy,4.62505,-74.161333,"(4.62505, -74.161333)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,1,5.5,0,86,0,3.9,23.6,146.9,0.3,0
SDA,Kennedy,4.62505,-74.161333,"(4.62505, -74.161333)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,3,5.5,0,84,0,4,22.2,81.7,0.3,0
SDA,Kennedy,4.62505,-74.161333,"(4.62505, -74.161333)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,24,5.4,0,84,0,4.7,14.2,24.2,0.4,0
SDA,Las Ferias,4.6907,-74.082483,"(4.6907, -74.082483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,CO,mgm3,1,0.7,0,64,0,0.6,1.8,6.2,0.1,0
SDA,Las Ferias,4.6907,-74.082483,"(4.6907, -74.082483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,CO,mgm3,8,0.7,0,64,0,0.6,1.4,4,0.1,0
SDA,Las Ferias,4.6907,-74.082483,"(4.6907, -74.082483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO,ugm3,1,18.6,0,87,0,10.9,94.1,319,0.1,0
SDA,Las Ferias,4.6907,-74.082483,"(4.6907, -74.082483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO2,ugm3,1,41.4,0,87,0,37.6,94.4,173.6,2.4,0
SDA,Las Ferias,4.6907,-74.082483,"(4.6907, -74.082483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO2,ugm3,24,41.3,0,86,0,38.7,74.3,85.6,10.8,0
SDA,Las Ferias,4.6907,-74.082483,"(4.6907, -74.082483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,1,32.8,2,94,0.02,30.8,74.2,129.3,0.6,1
SDA,Las Ferias,4.6907,-74.082483,"(4.6907, -74.082483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,8,32.9,19,94,0.23,31.9,66,93.6,2.6,4
SDA,Las Ferias,4.6907,-74.082483,"(4.6907, -74.082483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,1,34.8,0,92,0,28,97.4,171,1,0
SDA,Las Ferias,4.6907,-74.082483,"(4.6907, -74.082483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,24,34.8,0,91,0,31,72.1,83,10,0
SDA,Las Ferias,4.6907,-74.082483,"(4.6907, -74.082483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,1,17.1,0,74,0,14,52,97,1,0
SDA,Las Ferias,4.6907,-74.082483,"(4.6907, -74.082483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,24,17.6,0,70,0,15,39,43,6,0
SDA,Las Ferias,4.6907,-74.082483,"(4.6907, -74.082483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,1,3.4,0,53,0,2.9,11.8,33.8,0.3,0
SDA,Las Ferias,4.6907,-74.082483,"(4.6907, -74.082483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,3,3.4,0,52,0,2.9,11.3,23.8,0.3,0
SDA,Las Ferias,4.6907,-74.082483,"(4.6907, -74.082483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,24,3.4,0,52,0,3.1,7.4,11.4,0.5,0
SDA,MinAmbiente,4.62555,-74.066867,"(4.62555, -74.066867)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,1,22.4,0,59,0,22,54.3,87.5,0.2,0
SDA,MinAmbiente,4.62555,-74.066867,"(4.62555, -74.066867)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,8,22.4,0,59,0,21.6,48.2,71.5,0.4,0
SDA,MinAmbiente,4.62555,-74.066867,"(4.62555, -74.066867)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,1,33.7,0,100,0,26,99,333,4,0
SDA,MinAmbiente,4.62555,-74.066867,"(4.62555, -74.066867)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,24,33.7,0,100,0,29,72.7,90,13,0
SDA,MinAmbiente,4.62555,-74.066867,"(4.62555, -74.066867)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,1,14.7,0,98,0,10,50,311,1,0
SDA,MinAmbiente,4.62555,-74.066867,"(4.62555, -74.066867)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,24,14.7,1,99,0.28,12,38.8,58,4,1
SDA,Puente Aranda,4.631767,-74.117483,"(4.631767, -74.117483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,CO,mgm3,1,0.9,0,96,0,0.7,2.6,6.9,0.1,0
SDA,Puente Aranda,4.631767,-74.117483,"(4.631767, -74.117483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,CO,mgm3,8,0.9,0,96,0,0.8,1.9,3.2,0.2,0
SDA,Puente Aranda,4.631767,-74.117483,"(4.631767, -74.117483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO,ugm3,1,27.6,0,97,0,15.8,149.1,403.8,0.1,0
SDA,Puente Aranda,4.631767,-74.117483,"(4.631767, -74.117483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO2,ugm3,1,32.3,0,97,0,29,77.4,161.7,0.6,0
SDA,Puente Aranda,4.631767,-74.117483,"(4.631767, -74.117483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO2,ugm3,24,32.4,0,97,0,30.5,60.3,69.7,9.1,0
SDA,Puente Aranda,4.631767,-74.117483,"(4.631767, -74.117483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,1,17.3,1,92,0.01,13.7,58.7,126.3,0.4,1
SDA,Puente Aranda,4.631767,-74.117483,"(4.631767, -74.117483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,8,17.3,10,92,0.12,14.7,51.5,90.3,1.2,4
SDA,Puente Aranda,4.631767,-74.117483,"(4.631767, -74.117483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,1,52.2,0,95,0,44,143,267,4,0
SDA,Puente Aranda,4.631767,-74.117483,"(4.631767, -74.117483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,24,52.4,4,95,1.16,49,98,103,14,4
SDA,Puente Aranda,4.631767,-74.117483,"(4.631767, -74.117483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,1,3.2,0,98,0,2.4,12.3,41.4,0.3,0
SDA,Puente Aranda,4.631767,-74.117483,"(4.631767, -74.117483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,3,3.2,0,97,0,2.5,11.8,34.4,0.3,0
SDA,Puente Aranda,4.631767,-74.117483,"(4.631767, -74.117483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,24,3.3,0,98,0,2.8,7.8,12.6,0.5,0
SDA,San Cristóbal,4.57265,-74.0838,"(4.57265, -74.0838)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,CO,mgm3,1,0.6,0,95,0,0.5,1.5,3.7,0.1,0
SDA,San Cristóbal,4.57265,-74.0838,"(4.57265, -74.0838)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,CO,mgm3,8,0.6,0,94,0,0.5,1.2,2.8,0.1,0
SDA,San Cristóbal,4.57265,-74.0838,"(4.57265, -74.0838)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,1,30.3,1,94,0.01,28.4,74.6,136.9,0.2,1
SDA,San Cristóbal,4.57265,-74.0838,"(4.57265, -74.0838)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,8,30.3,21,94,0.25,28.3,67.8,92.2,2.3,6
SDA,San Cristóbal,4.57265,-74.0838,"(4.57265, -74.0838)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,1,25.6,0,97,0,18,98,405,1,0
SDA,San Cristóbal,4.57265,-74.0838,"(4.57265, -74.0838)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,24,25.5,0,96,0,20,80,98,7,0
SDA,San Cristóbal,4.57265,-74.0838,"(4.57265, -74.0838)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,1,9,0,89,0,7,29,73,1,0
SDA,San Cristóbal,4.57265,-74.0838,"(4.57265, -74.0838)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,24,8.9,0,90,0,7,22.5,32,2,0
SDA,San Cristóbal,4.57265,-74.0838,"(4.57265, -74.0838)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,1,1.2,0,88,0,1,3.9,38.2,0.3,0
SDA,San Cristóbal,4.57265,-74.0838,"(4.57265, -74.0838)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,3,1.2,0,85,0,1,3.7,31.2,0.3,0
SDA,San Cristóbal,4.57265,-74.0838,"(4.57265, -74.0838)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,24,1.2,0,85,0,1.1,2.6,8.2,0.3,0
SDA,Suba,4.76135,-74.093483,"(4.76135, -74.093483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO,ugm3,1,7.8,0,30,0,3.6,46.4,155.5,0,0
SDA,Suba,4.76135,-74.093483,"(4.76135, -74.093483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO2,ugm3,1,22.3,0,30,0,20.9,50.1,87.5,1.9,0
SDA,Suba,4.76135,-74.093483,"(4.76135, -74.093483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO2,ugm3,24,22.3,0,29,0,21.9,34.1,38.6,10.6,0
SDA,Suba,4.76135,-74.093483,"(4.76135, -74.093483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,1,21.3,5,68,0.08,17.9,62,132,0.2,3
SDA,Suba,4.76135,-74.093483,"(4.76135, -74.093483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,8,21.3,31,68,0.52,19.1,55.4,105.4,0.6,6
SDA,Suba,4.76135,-74.093483,"(4.76135, -74.093483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,1,47.5,0,90,0,43,111,380,2,0
SDA,Suba,4.76135,-74.093483,"(4.76135, -74.093483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,24,47.4,0,90,0,46,73.5,86,20,0
SDA,Suba,4.76135,-74.093483,"(4.76135, -74.093483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,1,21.7,0,92,0,19,56,105,1,0
SDA,Suba,4.76135,-74.093483,"(4.76135, -74.093483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,24,21.7,0,90,0,20,43,50,8,0
SDA,Suba,4.76135,-74.093483,"(4.76135, -74.093483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,1,8.3,0,72,0,3.5,48.4,136.5,0.2,0
SDA,Suba,4.76135,-74.093483,"(4.76135, -74.093483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,3,8.4,0,70,0,4,43.9,96.5,0.3,0
SDA,Suba,4.76135,-74.093483,"(4.76135, -74.093483)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,24,8.3,0,70,0,6.9,22.9,39.3,1.5,0
SDA,Tunal,4.576283,-74.130967,"(4.576283, -74.130967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,CO,mgm3,1,0.8,0,96,0,0.6,2.2,4.6,0.1,0
SDA,Tunal,4.576283,-74.130967,"(4.576283, -74.130967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,CO,mgm3,8,0.8,0,96,0,0.7,1.7,2.3,0.1,0
SDA,Tunal,4.576283,-74.130967,"(4.576283, -74.130967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO,ugm3,1,19.6,0,94,0,10.2,122.4,351.4,0.1,0
SDA,Tunal,4.576283,-74.130967,"(4.576283, -74.130967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO2,ugm3,1,28.5,0,96,0,25,72.2,136.7,0.4,0
SDA,Tunal,4.576283,-74.130967,"(4.576283, -74.130967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,NO2,ugm3,24,28.5,0,96,0,26.4,55.8,63.7,11.4,0
SDA,Tunal,4.576283,-74.130967,"(4.576283, -74.130967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,1,19.8,0,98,0,18,49.6,99.3,0.2,0
SDA,Tunal,4.576283,-74.130967,"(4.576283, -74.130967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,8,19.8,0,98,0,18.1,44.5,66.7,1.8,0
SDA,Tunal,4.576283,-74.130967,"(4.576283, -74.130967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,1,42.8,0,99,0,35,119,444,1,0
SDA,Tunal,4.576283,-74.130967,"(4.576283, -74.130967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,24,42.8,2,99,0.55,39,86.8,102,14,2
SDA,Tunal,4.576283,-74.130967,"(4.576283, -74.130967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,1,21.3,0,95,0,17,63,114,1,0
SDA,Tunal,4.576283,-74.130967,"(4.576283, -74.130967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,24,21.2,4,98,1.11,18,47.7,53,8,4
SDA,Tunal,4.576283,-74.130967,"(4.576283, -74.130967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,1,3.2,0,29,0,2.4,13.5,45.8,0.3,0
SDA,Tunal,4.576283,-74.130967,"(4.576283, -74.130967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,3,3.2,0,29,0,2.5,12.6,34.9,0.3,0
SDA,Tunal,4.576283,-74.130967,"(4.576283, -74.130967)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,SO2,ugm3,24,3.2,0,28,0,2.7,13.6,15.3,0.5,0
SDA,Usaquén,4.71035,-74.030417,"(4.71035, -74.030417)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,CO,mgm3,1,0.5,0,75,0,0.5,1.3,2.9,0.1,0
SDA,Usaquén,4.71035,-74.030417,"(4.71035, -74.030417)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,CO,mgm3,8,0.5,0,75,0,0.5,1.1,1.7,0.2,0
SDA,Usaquén,4.71035,-74.030417,"(4.71035, -74.030417)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,1,46.8,33,96,0.39,45.5,99.9,176.2,0.2,17
SDA,Usaquén,4.71035,-74.030417,"(4.71035, -74.030417)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,O3,ugm3,8,46.8,561,96,6.65,45.1,95.5,125.4,0.4,65
SDA,Usaquén,4.71035,-74.030417,"(4.71035, -74.030417)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,1,29.8,0,96,0,25,84,204,2,0
SDA,Usaquén,4.71035,-74.030417,"(4.71035, -74.030417)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM10,ugm3,24,29.7,0,95,0,26,65.1,79,12,0
SDA,Usaquén,4.71035,-74.030417,"(4.71035, -74.030417)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,1,12.9,0,86,0,10,43,96,1,0
SDA,Usaquén,4.71035,-74.030417,"(4.71035, -74.030417)",CUNDINAMARCA,"BOGOTÁ, D.C.",Fija,PM2.5,ugm3,24,12.8,0,85,0,11,30.8,40,4,0
